"doc_id","area","subarea","layer","doc_name","doc_type","owner_dept","file_format","related_controls","fills","existing","completeness","priority","status","files"
"F-19","決算・財務報告プロセス統制(FCRP)","会計上の見積り","L2","税効果会計 適用要領（企業分類の判定・スケジューリング方針）","要領","経理部","PDF","FCRP-003","統制の内容／アサーション（評価の妥当性）","なし","完備","A","生成済","30_close_process/04_estimates/F-19_税効果会計_適用要領_v3.0_20240401.pdf"
"F-20","決算・財務報告プロセス統制(FCRP)","会計上の見積り","L3","将来課税所得見積シート／一時差異スケジューリング表／DTA回収可能性判定シート（ブランク様式）","様式","経理部","xlsx","FCRP-003","使用帳票／証跡","記入済シートあり（4.evidence/FCRP）","完備","A","生成済","30_close_process/04_estimates/F-20_将来課税所得見積シート・一時差異スケジューリング表・DTA回収可能性判定シート_v3.0_20240401.xlsx"
"F-21","決算・財務報告プロセス統制(FCRP)","会計上の見積り","L3","賞与引当金・資産除去債務 算定要領＋計算シート様式","要領+様式","経理部","PDF+xlsx","FCRP-003","統制の内容／使用帳票","記入済シートあり（4.evidence/FCRP）","完備","B","生成済","30_close_process/04_estimates/F-21_賞与引当金・製品保証引当金・資産除去債務_算定要領_v2.0_20240401.pdf | 30_close_process/04_estimates/F-21_賞与引当金・製品保証引当金・資産除去債務_計算シート_v2.0_20240401.xlsx"
"F-22","決算・財務報告プロセス統制(FCRP)","会計上の見積り","L2","会計上の見積りレビュー要領（3段階レビューの観点・根拠資料の添付ルール）","要領","経理部","PDF","FCRP-003","承認・レビュー／証跡","なし","完備（GAP-5の判定根拠として機能）","A","生成済","30_close_process/04_estimates/F-22_会計上の見積りレビュー要領_v1.0_20241001.pdf"
"F-23","決算・財務報告プロセス統制(FCRP)","連結決算","L2","連結決算手順書（回収→検証→換算→消去→精算表→連結F/S）","手順書","経理部","docx","FCRP-002/004","業務の流れ／頻度","なし","完備","A","生成済","30_close_process/05_consolidation/F-23_連結決算手順書_v2.1_20250401.docx"
"F-24","決算・財務報告プロセス統制(FCRP)","連結決算","L2","連結パッケージ回収・検証手順（バリデーションルール一覧・督促手順・差異照会フロー）","手順書","経理部","docx+xlsx","FCRP-002","業務の流れ／例外処理","回収状況管理表あり（6.consolidation/06_reports）","完備","A","生成済","30_close_process/05_consolidation/F-24_連結パッケージ回収・検証手順_v2.1_20250401.docx"
"F-25","決算・財務報告プロセス統制(FCRP)","連結決算","L3","内部取引照合要領＋照合シート様式（差異許容基準・調整責任の決め方）","要領+様式","経理部","PDF+xlsx","FCRP-004","統制の内容／使用帳票","記入済照合表あり（6.consolidation/02_intercompany）","完備","A","生成済","30_close_process/05_consolidation/F-25_内部取引照合表_v2.0_20240401.xlsx | 30_close_process/05_consolidation/F-25_内部取引照合要領_v2.0_20240401.pdf"
"F-26","決算・財務報告プロセス統制(FCRP)","連結決算","L3","未実現利益消去 計算要領＋計算シート様式（利益率の算定方法・対象範囲）","要領+様式","経理部","PDF+xlsx","FCRP-004","統制の内容／使用帳票","記入済シートあり（6.consolidation/04_eliminations）","完備","A","生成済","30_close_process/05_consolidation/F-26_未実現利益消去_計算要領_v2.0_20240401.pdf | 30_close_process/05_consolidation/F-26_未実現利益計算シート_v2.0_20240401.xlsx"
"F-27","決算・財務報告プロセス統制(FCRP)","連結決算","L3","在外子会社換算要領（適用レート・換算差額の処理）＋換算ワークシート様式","要領+様式","経理部","PDF+xlsx","FCRP-004","統制の内容／使用帳票","記入済シートあり（6.consolidation/03_translation）","完備","A","生成済","30_close_process/05_consolidation/F-27_在外子会社換算ワークシート_v2.0_20240401.xlsx | 30_close_process/05_consolidation/F-27_在外子会社換算要領_v2.0_20240401.pdf"
"F-28","決算・財務報告プロセス統制(FCRP)","連結決算","L3","資本連結・のれん・非支配株主持分 計算要領＋シート様式","要領+様式","経理部","PDF+xlsx","FCRP-004","統制の内容／使用帳票","記入済シートあり（6.consolidation/04_eliminations）","完備","A","生成済","30_close_process/05_consolidation/F-28_資本連結・のれん・非支配株主持分_計算シート_v2.0_20240401.xlsx | 30_close_process/05_consolidation/F-28_資本連結・のれん・非支配株主持分_計算要領_v2.0_20240401.pdf"
"F-29","決算・財務報告プロセス統制(FCRP)","連結決算","L0","連結仕訳 種類別定義書（自動／手動、標準／非定型、承認要件・文書化要件）","定義書","経理部","xlsx","FCRP-004","統制の内容／承認・レビュー","なし","完備","A","生成済","30_close_process/05_consolidation/F-29_連結仕訳_種類別定義書_v2.0_20240401.xlsx"
"F-30","決算・財務報告プロセス統制(FCRP)","連結決算","L3","連結精算表 様式・作成要領","様式+要領","経理部","xlsx","FCRP-004","使用帳票／業務の流れ","記入済精算表あり（6.consolidation/05_worksheet）","完備","B","生成済","30_close_process/05_consolidation/F-30_連結精算表_様式・作成要領_v2.0_20240401.xlsx"
"F-31","決算・財務報告プロセス統制(FCRP)","決算IT・EUC","L4","決算関連バッチジョブ一覧・スケジュール表（ジョブ名・実行契機・失敗時対応）","台帳","情報システム部","xlsx","FCRP-001 / ITGC-OM","使用システム／例外処理","なし","完備","B","生成済","30_close_process/06_it_euc/F-31_決算関連バッチジョブ一覧・スケジュール表_v2025.04_20250401.xlsx"
"F-32","決算・財務報告プロセス統制(FCRP)","決算IT・EUC","L4","決算関連EUCファイル一覧＋EUC統制チェックシート様式（版管理・数式保護・レビュー証跡）","台帳+様式","経理部","xlsx","FCRP-003 / ITGC","使用システム／証跡","なし","完備","B","生成済","30_close_process/06_it_euc/F-32_決算関連EUCファイル一覧・EUC統制チェックシート_v0.9_棚卸中_20260131.xlsx"
"X-01","運用実績・記録","会議体","L4","取締役会議事録（財務報告関連の抜粋、FY2025で4回分）","資料","総務部","PDF","ELC-001","運用の裏付け","第245回のみ既存（4.evidence/ELC）","部分","B","生成済","90_records/X-01_取締役会議事録_財務報告関連抜粋_FY2025_3回分_20260331.pdf"
"X-02","運用実績・記録","会議体","L4","監査等委員会議事録・監査報告","資料","総務部","PDF","ELC-001/011","運用の裏付け","なし","完備","B","生成済","90_records/X-02_監査等委員会議事録・監査報告_FY2025_抜粋_20260331.pdf"
"X-03","運用実績・記録","会議体","L4","経営会議議事録（月次決算報告回）","資料","経営企画部","PDF","ELC-007","運用の裏付け","なし","完備","C","生成済","90_records/X-03_経営会議議事録_月次決算報告回_FY2025_抜粋_20260331.pdf"
"X-04","運用実績・記録","会議体","L4","財務報告連絡会 議事メモ Q1-Q3","資料","経理部","PDF","ELC-009","運用の裏付け","Q4のみ既存（4.evidence/ELC）","部分","B","生成済","90_records/X-04_財務報告連絡会_議事メモ_FY2025Q1-Q3_3回分_20260331.pdf"
"X-05","運用実績・記録","外部監査","L4","監査法人 監査計画書・マネジメントレター・改善対応表","資料","経理部","PDF+xlsx","ELC-010/011","運用の裏付け／不備情報","なし","完備","B","生成済","90_records/X-05_会計監査人_監査計画書・マネジメントレター_FY2025_抜粋_20260331.pdf"
"X-06","運用実績・記録","ヒアリング","L4","決算プロセス 業務ヒアリング記録・ウォークスルー記録","資料","内部監査室","md","FCRP全般","業務の流れ／例外処理（業務記述書の直接の下書き）","なし","完備","A","生成済","90_records/X-06_決算プロセス_業務ヒアリング・ウォークスルー記録_FY2025.md"
"X-07","運用実績・記録","子会社","L2","子会社（東北・タイ）決算手順書・決算体制表","手順書+図表","各子会社経理","docx+xlsx","FCRP-002","対象範囲／業務の流れ","なし","意図的欠落(GAP-6: タイは英文簡易メモのみ)","B","生成済","90_records/X-07_DAT_Closing_Memo_EN_informal_20230601.md | 90_records/X-07_デモA東北株式会社_決算手順書・体制表_v2.0_20250401.docx"
"X-08","運用実績・記録","非公式","L4","経理部 業務引継書・個人メモ（属人化した非公式手順）","資料","経理部","docx","FCRP全般","業務の流れ（規程外の実務）","なし","完備","C","生成済","90_records/X-08_経理部_業務引継書・個人メモ_非公式_20250401.docx"
